customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3178-BEJJD,Male,0,No,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,60.31,516.04,Yes
3179-ECFJD,Male,0,No,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),107.17,6040.69,No
3180-IBEIJ,Male,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,92.94,4921.55,Yes
3181-IHEFE,Male,0,Yes,Yes,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.45,2746.11,Yes
3182-BFEFE,Male,0,Yes,No,18,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),56.33,1021.46,Yes
3183-BACDI,Female,1,No,Yes,45,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,100.91,4550.12,Yes
3184-JFDFB,Female,0,Yes,Yes,61,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,75.21,4540.31,No
3185-BFJED,Female,0,Yes,No,59,No,No,No,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),35.24,2125.44,No
3186-IFFJB,Male,0,No,Yes,4,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,109.02,402.29,Yes
3187-HCFIJ,Female,0,No,No,32,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),59.51,1895.76,No
3188-ACHBF,Female,0,No,No,54,Yes,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.58,5937.36,No
3189-BHDEA,Female,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),76.74,1352.63,No
3190-DIJGI,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,23.24,333.45,No
3191-EADFE,Female,0,No,No,41,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),98.06,4060.03,No
3192-HAAJJ,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,20.61,440.86,No
3193-FBDBD,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,28.11,1031.65,Yes
3194-IABCD,Female,0,No,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,52.38,1399.18,No
3195-HIBCF,Female,0,No,No,45,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,82.38,3675.97,No
3196-BCJGD,Female,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),61.64,1680.03,No
3197-EEDFC,Male,0,No,Yes,51,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),58.56,3022.11,No
3198-IGEFG,Male,0,Yes,No,64,No,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),61.65,3957.57,Yes
3199-FFAAF,Female,1,Yes,No,38,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),30.95,1126.8,No
3200-IJIBA,Male,1,Yes,No,17,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,89.32,1533.4,Yes
3201-GEEJB,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),38.51,815.48,No
3202-IDCDC,Female,0,No,Yes,67,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),62.37,4181.6,No
3203-GFIEH,Male,0,Yes,Yes,10,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),116.93,1149.91,No
3204-GICBE,Male,0,No,Yes,63,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),112.64,7108.97,No
3205-GDEHB,Female,0,Yes,No,70,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,96.39,6698.95,No
3206-IGEAA,Male,0,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),108.37,6070.54,No
3207-JAAAC,Male,1,No,No,34,Yes,Yes,No,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),87.92,2972.1,No
3208-CDECJ,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,101.61,3612.74,No
3209-GIFEH,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),43.32,2098.92,No
3210-DAHGI,Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,64.39,1900.98,No
3211-JFEBD,Female,0,Yes,No,16,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,47.29,732.48,No
3212-DFAGD,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,21.87,697.05,No
3213-GGAHC,Female,0,No,Yes,15,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),42.51,644.17,No
3214-BFHEA,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),44.15,596.81,No
3215-EGACG,Female,0,No,Yes,12,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,87.84,1058.42,No
3216-BHFEE,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,52.95,151.45,Yes
3217-JIIED,Female,0,Yes,No,23,No,No,No,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,40.03,889.11,Yes
3218-DHEGE,Male,0,Yes,No,22,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,19.32,464.26,No
3219-ECIDG,Female,0,No,No,58,Yes,No,No,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),58.81,3417.09,No
3220-HIEGG,Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),96.63,5245.95,No
3221-DAGAJ,Female,0,No,No,64,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),81.99,5257.27,Yes
3222-HFFBI,Female,1,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),109.55,3376.58,No
3223-DDICC,Male,0,No,Yes,59,No,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,76.53,4522.73,No
3224-AHFIH,Female,1,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,22.88,656.13,No
3225-FJBDD,Female,0,Yes,No,65,Yes,No,No,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),62.44,4067.98,No
3226-EGHCA,Male,0,No,No,17,Yes,Yes,No,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),60.81,1040.31,No
3227-BGIDA,Female,1,No,No,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),104.64,6086.92,Yes
3228-FIDHE,Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),84.99,4441.99,No
3229-BIJCA,Female,0,Yes,No,63,Yes,No,No,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,45.12,2847.33,No
3230-JIGFA,Female,0,No,No,29,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,89.53,2627.44,Yes
3231-AFEJD,Female,0,Yes,No,17,Yes,Yes,No,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,102.8,1766.18,No
3232-IAFJB,Male,0,Yes,No,4,Yes,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),23.83,70.73,Yes
3233-HGHGI,Female,1,No,Yes,68,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.59,6272.0,Yes
3234-DBHJA,Female,0,No,No,7,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),99.1,650.8,No
3235-BEIFE,Female,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),54.86,452.18,No
3236-FHFGF,Male,1,No,No,31,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.03,3577.16,No
3237-CGJJC,Male,0,Yes,No,13,Yes,No,No,No,No,No,Yes,No,No,One year,No,Mailed check,102.88,1331.88,No
3238-AECHF,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,44.84,535.8,No
3239-CIEFI,Male,0,No,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,58.12,1015.79,Yes
3240-BBAII,Female,0,Yes,Yes,67,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,110.64,7435.1,No
3241-JHDGC,Female,0,No,No,21,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.91,2152.54,No
3242-DHDJJ,Female,1,Yes,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),100.32,1877.5,No
3243-JIBAJ,Female,0,Yes,No,14,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),117.07,1595.16,Yes
3244-FFFJB,Female,0,No,No,6,No,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,25.59,175.96,No
3245-AJBHD,Female,0,Yes,No,29,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,24.39,726.94,No
3246-GADEG,Female,0,No,Yes,4,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.37,227.95,No
3247-GEFCC,Male,0,Yes,No,0,No,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,111.1,45.3,Yes
3248-DEIHA,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,72.42,4287.86,No
3249-HGFFF,Male,0,No,No,30,No,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,113.23,3413.49,No
3250-BFIHG,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,33.84,649.29,Yes
3251-DIGJB,Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),93.2,5886.21,Yes
3252-CIIAJ,Male,0,Yes,No,63,No,Yes,No,No,Yes,No,No,No,No,Two year,No,Electronic check,50.89,3255.98,No
3253-ACIBI,Male,0,Yes,No,28,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.07,2468.11,No
3254-GGCGG,Female,0,No,No,9,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),61.69,547.46,Yes
3255-HAGDJ,Female,0,No,No,28,No,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),48.99,1341.22,No
3256-JGGCG,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),105.25,3182.83,No
3257-JECBG,Female,0,No,Yes,29,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,57.75,1712.66,Yes
3258-CCEEJ,Male,0,No,No,24,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),41.28,992.99,Yes
3259-BGJHB,Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),33.41,1946.72,No
3260-DFABG,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,36.07,2025.75,No
3261-IEDJA,Female,0,No,No,62,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),71.28,4391.02,No
3262-CBEGF,Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,23.51,838.96,No
3263-HJIJD,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),25.71,1457.64,No
3264-ECEGJ,Female,0,No,Yes,27,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),64.06,1697.04,No
3265-JHFDH,Female,1,Yes,No,26,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,89.49,2345.51,No
3266-HAFIC,Female,1,No,Yes,69,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),88.29,6126.24,No
3267-BFBGH,Male,0,No,No,36,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.75,3921.89,No
3268-EGEIG,Female,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.63,374.94,Yes
3269-AEFJH,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,40.24,2419.22,No
3270-GEHIB,Male,0,Yes,Yes,32,No,No,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),99.65,3172.01,Yes
3271-AIAIH,Male,0,Yes,No,39,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,33.05,1312.9,No
3272-BFHDA,Female,0,Yes,No,40,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),86.71,3458.39,No
3273-CHHFD,Male,0,No,Yes,41,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.28,3611.28,Yes
3274-DFBEJ,Female,0,Yes,No,8,No,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,37.72,333.21,No
3275-EIGFC,Female,1,Yes,No,17,No,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,23.59,373.46,No
3276-JHECF,Male,0,No,Yes,14,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,37.15,555.62,Yes
3277-CJGHC,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),98.94,272.25,No
3278-HHFEJ,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,103.11,3378.11,Yes
3279-CEEHG,Female,0,Yes,Yes,61,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,44.72,2766.3,No
3280-JJFDA,Female,0,No,No,37,No,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,71.01,2612.32,No
3281-GCJII,Male,0,No,No,70,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),23.75,1679.16,No
3282-DJHII,Male,0,Yes,Yes,22,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,37.78,816.86,No
3283-AAGII,Female,0,Yes,Yes,19,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),75.81,1444.52,No
3284-BEBDH,Male,0,No,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,41.74,2322.78,No
3285-DEFIJ,Female,1,No,Yes,52,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),23.2,1248.25,No
3286-DAJGB,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,108.73,123.91,No
3287-DDJBD,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,41.71,822.27,Yes
3288-JDFGE,Female,0,Yes,Yes,41,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,97.22,3975.43,Yes
3289-JICAE,Female,0,No,No,56,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,61.09,3386.65,No
3290-EADBJ,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),89.99,4326.07,Yes
3291-CIDCI,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,54.34,523.28,No
3292-IEIBE,Male,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.47,5605.39,No
3293-ACAHA,Male,0,No,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.97,5074.3,Yes
3294-HFFDI,Female,0,No,Yes,20,No,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,30.61,564.14,No
3295-EBGAH,Female,0,No,Yes,59,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),108.16,6384.05,No
3296-AFAJF,Female,1,No,Yes,12,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),54.0,603.82,No
3297-JJCHE,Female,0,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,98.3,4628.02,No
3298-AEFGC,Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),74.35,2878.07,Yes
3299-FIGAI,Male,0,Yes,No,62,No,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,36.68,2304.43,No
3300-EAJGE,Female,1,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.24,437.41,Yes
3301-CJCEG,Female,0,No,No,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),26.7,1493.36,No
3302-JFECD,Male,0,Yes,Yes,50,Yes,No,No,No,No,No,Yes,No,Yes,One year,No,Mailed check,45.69,2257.66,No
3303-JGBIB,Male,0,No,No,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,39.13,1568.64,Yes
3304-IDJEF,Female,0,Yes,No,72,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,45.93,3352.19,No
3305-IAEED,Male,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),99.92,6320.37,No
3306-GHFJH,Female,0,No,Yes,69,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,26.16,1785.67,No
3307-FECGH,Male,1,No,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,82.47,5224.45,No
3308-FHCIF,Male,0,No,No,24,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),54.08,1320.35,No
3309-AAEJC,Female,1,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,67.34,1789.33,No
3310-GEHAH,Male,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,39.71,315.55,No
3311-CHEJD,Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,115.26,3081.32,No
3312-CBEHC,Male,1,No,No,35,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.69,3035.83,No
3313-JHIII,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,38.59,351.54,Yes
3314-HFFFF,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.02,1389.61,No
3315-BEIEA,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,33.84,827.85,No
3316-ICCEE,Female,0,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),110.77,1905.44,Yes
3317-BFICE,Female,0,No,No,67,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),66.04,4464.63,No
3318-BFCFC,Male,0,No,No,40,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),25.54,1050.41,Yes
3319-EJJEG,Female,0,No,No,14,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,33.39,471.2,Yes
3320-DDEII,Female,0,No,No,22,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),68.78,1463.65,No
3321-JDEGG,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),38.05,1485.78,Yes
3322-ACFAJ,Male,0,Yes,No,5,Yes,Yes,No,Yes,No,No,No,No,Yes,Two year,No,Electronic check,90.53,480.99,No
3323-AIDAH,Female,0,Yes,No,70,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),61.44,4260.52,No
3324-HCIEJ,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),75.57,4505.95,No
3325-FDGCG,Female,0,Yes,No,51,Yes,No,No,Yes,Yes,No,No,No,No,One year,No,Electronic check,81.05,4180.58,No
3326-CIBBJ,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),114.7,896.99,Yes
3327-GGFCG,Male,0,No,No,29,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,113.22,3236.8,No
3328-DHBEA,Female,1,No,No,43,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,56.34,2447.31,No
3329-IDJIA,Female,0,No,Yes,61,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,109.37,6640.69,No
3330-HJJGF,Male,0,No,Yes,42,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),119.39,5037.72,Yes
3331-EJEBC,Female,0,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,107.75,2892.75,No
3332-AADBB,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),23.18,149.54,No
3333-CGCEH,Female,0,Yes,No,50,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,51.37,2578.59,No
3334-CCAGD,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,29.19,812.9,No
3335-DACFH,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,87.77,924.65,Yes
3336-EGEFA,Female,1,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,53.65,973.69,No
3337-CFIDB,Female,0,No,No,30,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),37.23,1161.68,Yes
3338-DEFII,Female,0,No,No,33,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,39.14,1271.48,No
3339-AEJAB,Male,0,No,No,11,No,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),56.26,635.5,No
3340-BCHHA,Male,1,Yes,No,47,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),78.75,3751.05,No
3341-JEFJA,Female,0,No,No,27,Yes,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.46,2335.12,No
3342-ECBEI,Female,0,No,No,66,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.22,1332.04,No
3343-GEDEC,Female,0,No,No,62,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.08,7273.31,No
3344-CIJFG,Female,0,Yes,Yes,47,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),22.16,1012.99,No
3345-GGDHC,Female,0,No,Yes,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),117.98,4801.05,Yes
3346-JCDFB,Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,45.43,2342.35,No
3347-IDJAG,Male,0,Yes,Yes,4,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,109.01,455.27,No
3348-BDICA,Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),107.78,1184.46,Yes
3349-DHJDF,Male,0,Yes,Yes,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),67.38,3858.22,No
3350-JFAGE,Female,0,No,No,64,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,94.62,6026.26,No
3351-EGIJI,Female,0,No,Yes,51,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),85.79,4392.93,No
3352-GCEIB,Male,0,Yes,Yes,42,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),101.84,4228.62,No
3353-GGAEJ,Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.72,4640.91,No
3354-HABDB,Male,0,No,No,49,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),52.33,2530.27,No
3355-AABJC,Male,0,Yes,No,38,No,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),60.59,2310.62,Yes
3356-BIIED,Female,0,Yes,No,41,Yes,No,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,32.22,1350.11,No
3357-GBHJD,Male,0,Yes,No,16,Yes,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,47.27,793.74,Yes
