customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod,MonthlyCharges,TotalCharges,Churn,PredictedChurnProb,PredictedChurn,RiskTier,AtRiskRevenue
3663-HJEGE,Male,0,No,No,38,Month-to-month,Fiber optic,No,No,Credit card (automatic),43.49,1681.25,Yes,0.6511355449756027,1,Medium,43.49
3664-ACGJB,Male,0,No,No,65,Month-to-month,No,Yes,No,Electronic check,47.5,3088.74,No,0.42004169643546674,0,Medium,0.0
3665-JIDCD,Female,0,Yes,Yes,44,One year,No,No,No,Mailed check,77.85,3437.83,No,0.3291033685889263,0,Low,0.0
3666-EFDGD,Male,0,No,No,12,One year,No,Yes,Yes,Credit card (automatic),99.65,1173.77,No,0.24664576566315916,0,Low,0.0
3667-FEIBI,Female,0,No,Yes,31,Month-to-month,Fiber optic,Yes,No,Mailed check,26.68,870.39,Yes,0.6462361204027764,1,Medium,26.68
3668-IIIAH,Female,1,Yes,No,42,Two year,DSL,No,Yes,Mailed check,50.74,2084.18,No,0.29622865832773587,0,Low,0.0
3669-IFHGJ,Female,0,Yes,No,7,Month-to-month,No,No,No,Mailed check,51.15,344.6,Yes,0.6147290742188578,1,Medium,51.15
3670-JAAID,Female,0,No,Yes,58,Month-to-month,DSL,No,No,Electronic check,106.61,6172.93,No,0.5500290671566029,1,Medium,106.61
3671-GHBHF,Female,0,No,Yes,10,One year,Fiber optic,No,No,Mailed check,93.99,967.46,No,0.525290640912515,1,Medium,93.99
3672-BJJFI,Male,0,Yes,No,27,One year,No,Yes,No,Mailed check,84.37,2275.28,No,0.2705143034981623,0,Low,0.0
3673-DGGFI,Female,1,No,Yes,38,Month-to-month,Fiber optic,No,No,Electronic check,37.01,1442.16,No,0.6758403863720439,1,High,37.01
3674-CFHIG,Male,0,No,Yes,25,Two year,DSL,No,No,Bank transfer (automatic),71.45,1764.67,No,0.4015343773433052,0,Medium,0.0
3675-HGECH,Male,0,Yes,No,71,Two year,Fiber optic,No,No,Credit card (automatic),18.94,1312.49,No,0.2910917074232157,0,Low,0.0
3676-FDHJE,Female,0,Yes,No,25,Two year,No,No,No,Electronic check,39.15,953.47,No,0.41721720707662296,0,Medium,0.0
3677-GEBJD,Female,0,No,No,31,Month-to-month,No,No,No,Credit card (automatic),99.8,3061.12,No,0.623275173479445,1,Medium,99.8
3678-HIIGA,Male,0,No,No,45,Two year,Fiber optic,No,Yes,Electronic check,84.81,3800.56,No,0.4047011854134541,0,Medium,0.0
3679-GJFAD,Male,0,Yes,No,27,Two year,No,No,Yes,Electronic check,73.81,1967.18,Yes,0.3691571343648231,0,Medium,0.0
3680-EFIDF,Male,1,Yes,No,6,Two year,DSL,Yes,No,Electronic check,104.01,635.74,No,0.388403599681772,0,Medium,0.0
3681-JDCJG,Female,0,Yes,Yes,34,Two year,DSL,No,No,Credit card (automatic),63.06,2095.37,Yes,0.3897973209074993,0,Medium,0.0
3682-FBBGH,Male,1,No,No,65,Month-to-month,Fiber optic,Yes,No,Electronic check,46.57,3027.51,Yes,0.5780275315501191,1,Medium,46.57
3683-JBFFD,Female,0,Yes,No,21,Month-to-month,DSL,No,No,Electronic check,103.54,2163.63,Yes,0.6460663204391629,1,Medium,103.54
3684-JHAJA,Female,0,No,Yes,21,Month-to-month,Fiber optic,No,No,Electronic check,48.9,1010.12,No,0.7770193125874412,1,High,48.9
3685-JIIHA,Female,0,Yes,No,2,Month-to-month,DSL,No,Yes,Credit card (automatic),105.3,168.13,Yes,0.6976976449088492,1,High,105.3
3686-GCFDG,Male,0,No,No,45,Two year,Fiber optic,No,No,Bank transfer (automatic),85.65,3877.0,No,0.4256758986272586,0,Medium,0.0
3687-FJICC,Female,0,Yes,No,49,One year,DSL,Yes,No,Electronic check,82.41,4024.3,No,0.23315202944523075,0,Low,0.0
3688-AAHAA,Female,1,No,No,7,Two year,DSL,No,No,Electronic check,26.13,226.91,Yes,0.4788945943105432,0,Medium,0.0
3689-HGDEA,Female,1,No,No,3,Month-to-month,No,No,No,Electronic check,66.7,245.12,No,0.7043198231863617,1,High,66.7
3690-GIGFB,Female,1,Yes,No,14,Month-to-month,DSL,No,Yes,Electronic check,56.08,792.49,No,0.672175349240046,1,High,56.08
3691-IDBII,Female,0,Yes,Yes,43,Month-to-month,DSL,Yes,No,Electronic check,112.57,4825.68,No,0.5290437986097755,1,Medium,112.57
3692-FHEDJ,Male,1,No,No,38,One year,DSL,No,No,Bank transfer (automatic),19.27,722.22,No,0.28914158052378863,0,Low,0.0
3693-ADCAE,Female,0,Yes,Yes,28,Two year,No,Yes,Yes,Mailed check,79.51,2205.04,No,0.27460480831355455,0,Low,0.0
3694-JDBJF,Female,0,No,Yes,72,Two year,Fiber optic,No,No,Mailed check,60.04,4341.25,No,0.34426774084207457,0,Medium,0.0
3695-CEGFG,Male,0,Yes,No,61,Month-to-month,Fiber optic,No,No,Electronic check,100.1,6109.54,No,0.6099516183325742,1,Medium,100.1
3696-FCGJA,Female,0,Yes,Yes,33,Two year,DSL,No,No,Credit card (automatic),103.1,3394.53,Yes,0.3653233488546107,0,Medium,0.0
3697-JCAAC,Male,0,No,Yes,25,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),65.34,1635.84,Yes,0.7483787905756966,1,High,65.34
3698-JEHDA,Female,0,No,Yes,17,Month-to-month,DSL,No,Yes,Bank transfer (automatic),34.29,545.08,No,0.5775458854114023,1,Medium,34.29
3699-EHFJG,Male,1,No,No,62,Month-to-month,DSL,Yes,No,Bank transfer (automatic),38.85,2424.98,Yes,0.3239677486581176,0,Low,0.0
3700-CJABE,Male,0,Yes,Yes,51,Month-to-month,Fiber optic,Yes,No,Mailed check,91.84,4685.33,No,0.5283464720143703,1,Medium,91.84
3701-FCEHG,Female,0,Yes,No,53,Two year,No,No,Yes,Credit card (automatic),101.95,5414.85,No,0.2689205036058436,0,Low,0.0
3702-BDFAH,Female,1,No,Yes,41,Two year,DSL,No,Yes,Mailed check,55.39,2248.75,No,0.3034646939781471,0,Low,0.0
3703-GEFFE,Female,0,Yes,No,53,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),55.36,2958.38,No,0.5217566680184951,1,Medium,55.36
3704-CDABA,Male,1,Yes,No,51,Month-to-month,DSL,Yes,Yes,Mailed check,35.12,1788.99,No,0.3527245224438438,0,Medium,0.0
3705-GDJAJ,Male,0,Yes,No,12,Month-to-month,DSL,Yes,Yes,Mailed check,85.05,980.47,No,0.5046855645797562,1,Medium,85.05
3706-DAAEI,Male,0,Yes,No,31,Month-to-month,DSL,Yes,No,Electronic check,30.27,955.31,No,0.49369440955195976,0,Medium,0.0
3707-HAFCI,Female,0,No,No,65,One year,No,No,Yes,Electronic check,89.74,5794.39,No,0.21273948233758602,0,Low,0.0
3708-HGIFD,Male,0,No,No,57,One year,DSL,Yes,No,Electronic check,79.01,4459.51,No,0.2547716651985884,0,Low,0.0
3709-AEBHF,Male,0,No,No,38,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),100.68,3850.29,Yes,0.6001090428491702,1,Medium,100.68
3710-BEIHC,Female,0,No,Yes,26,Month-to-month,DSL,Yes,No,Electronic check,79.05,2052.42,No,0.5974141157123279,1,Medium,79.05
3711-HAIAA,Male,0,No,No,53,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),39.15,2027.49,No,0.6126614840573494,1,Medium,39.15
3712-FABEJ,Male,1,No,No,71,Month-to-month,Fiber optic,No,Yes,Electronic check,77.01,5468.99,Yes,0.595783172708665,1,Medium,77.01
3713-DFDAB,Female,0,No,No,72,Two year,DSL,No,No,Bank transfer (automatic),110.3,7981.12,No,0.2478332705884349,0,Low,0.0
3714-IEJCB,Male,0,Yes,No,42,Two year,No,No,No,Mailed check,98.82,4109.92,No,0.32763117479102083,0,Low,0.0
3715-JDEBA,Female,0,Yes,No,51,Month-to-month,No,No,No,Credit card (automatic),35.46,1793.15,Yes,0.4909664742847901,0,Medium,0.0
3716-JGHDA,Female,0,No,No,13,Month-to-month,DSL,No,No,Bank transfer (automatic),27.52,390.79,No,0.6061618206623578,1,Medium,27.52
3717-CDAHI,Female,0,Yes,No,7,Month-to-month,Fiber optic,Yes,Yes,Mailed check,115.82,786.16,No,0.7009068719577973,1,High,115.82
3718-DACBE,Female,1,Yes,No,34,Month-to-month,Fiber optic,No,No,Electronic check,94.09,3159.91,No,0.7200547374211986,1,High,94.09
3719-ADJJF,Female,0,No,No,17,Month-to-month,Fiber optic,No,No,Mailed check,102.39,1734.98,No,0.7312191189986518,1,High,102.39
3720-CEJDD,Male,0,No,Yes,54,Two year,Fiber optic,No,No,Mailed check,109.83,5967.28,No,0.393247502639541,0,Medium,0.0
3721-HDAAF,Male,0,No,No,51,Two year,DSL,No,No,Credit card (automatic),65.63,3329.62,No,0.3208914265385525,0,Low,0.0
3722-BIDAB,Female,0,Yes,No,71,Month-to-month,No,No,No,Electronic check,107.16,7642.01,No,0.4603293124145479,0,Medium,0.0
3723-JGJAC,Female,0,No,No,48,Month-to-month,DSL,No,Yes,Bank transfer (automatic),31.32,1464.72,No,0.3990263086786126,0,Medium,0.0
3724-JABBI,Male,0,No,Yes,7,Month-to-month,DSL,Yes,No,Bank transfer (automatic),52.57,358.71,No,0.6233140033338358,1,Medium,52.57
3725-CGIDF,Female,0,No,Yes,36,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),52.83,1900.73,No,0.6690314878685758,1,High,52.83
3726-AGDHD,Female,0,Yes,No,65,One year,DSL,No,No,Electronic check,21.65,1396.75,No,0.2778336484013826,0,Low,0.0
3727-FCAJI,Female,0,Yes,Yes,40,One year,DSL,Yes,Yes,Bank transfer (automatic),37.1,1522.74,No,0.1547989348150511,0,Low,0.0
3728-CIBDA,Male,0,Yes,No,72,Month-to-month,DSL,Yes,No,Credit card (automatic),92.33,6629.02,No,0.32459847169930567,0,Low,0.0
3729-BBBJB,Male,0,Yes,Yes,26,Two year,No,Yes,Yes,Mailed check,65.19,1731.36,No,0.21169474171477207,0,Low,0.0
3730-ADGIG,Female,0,Yes,Yes,19,One year,DSL,No,Yes,Electronic check,78.86,1531.69,No,0.43764040315313446,0,Medium,0.0
3731-CDEHB,Female,1,Yes,No,37,Month-to-month,DSL,No,No,Bank transfer (automatic),80.76,3016.05,No,0.5167151026000653,1,Medium,80.76
3732-AFEAJ,Male,0,No,Yes,11,Month-to-month,DSL,No,No,Mailed check,39.51,410.11,No,0.6497595406218367,1,Medium,39.51
3733-BHJAI,Male,0,No,No,41,Month-to-month,Fiber optic,No,No,Mailed check,112.5,4598.94,Yes,0.731585802359578,1,High,112.5
3734-IDHHB,Female,0,No,No,49,One year,Fiber optic,No,No,Credit card (automatic),32.27,1587.46,No,0.3590868505642664,0,Medium,0.0
3735-FIBDE,Female,1,Yes,No,30,One year,Fiber optic,No,No,Bank transfer (automatic),18.33,514.79,No,0.3737602714188791,0,Medium,0.0
3736-FBHBH,Male,1,Yes,No,64,Two year,Fiber optic,Yes,Yes,Electronic check,44.89,2866.54,No,0.22336761062334115,0,Low,0.0
3737-DGEGB,Male,1,Yes,No,52,Two year,Fiber optic,No,No,Mailed check,69.68,3574.07,No,0.35429905696937647,0,Medium,0.0
3738-EDGFD,Male,0,Yes,No,39,Two year,Fiber optic,Yes,No,Credit card (automatic),35.12,1341.55,No,0.27178669230052865,0,Low,0.0
3739-IBDAI,Female,0,Yes,Yes,72,Month-to-month,Fiber optic,Yes,No,Mailed check,96.89,7013.15,Yes,0.5223455663029636,1,Medium,96.89
3740-IAJFE,Male,0,No,Yes,38,One year,Fiber optic,Yes,No,Credit card (automatic),39.4,1448.25,No,0.32784512785161324,0,Low,0.0
3741-CAIEE,Female,0,No,No,9,Two year,Fiber optic,No,Yes,Credit card (automatic),115.35,1025.42,Yes,0.5587345342883177,1,Medium,115.35
3742-DDGIG,Male,0,No,No,28,Month-to-month,No,Yes,No,Mailed check,90.4,2574.08,No,0.5259015292090115,1,Medium,90.4
3743-AJJEA,Male,0,No,No,39,Month-to-month,No,No,No,Mailed check,105.25,4133.75,No,0.5587991026122029,1,Medium,105.25
3744-FBHHG,Male,0,No,Yes,29,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),73.92,2108.57,No,0.720113198692009,1,High,73.92
3745-DAADA,Male,0,No,No,1,Month-to-month,No,No,No,Electronic check,74.45,55.14,No,0.7046167284936766,1,High,74.45
3746-BCGGF,Female,0,No,No,27,Two year,Fiber optic,No,No,Credit card (automatic),117.43,3193.51,No,0.5226381627469969,1,Medium,117.43
3747-JAABE,Female,0,No,No,46,Month-to-month,DSL,No,Yes,Credit card (automatic),29.95,1382.74,Yes,0.46308677924794367,0,Medium,0.0
3748-BFGHA,Male,1,No,Yes,31,One year,Fiber optic,No,No,Mailed check,77.25,2424.42,No,0.49952529527534173,0,Medium,0.0
3749-GFCDF,Female,0,No,Yes,31,Month-to-month,DSL,No,No,Mailed check,24.94,739.77,Yes,0.5929957661825912,1,Medium,24.94
3750-ABAED,Male,0,Yes,Yes,26,Two year,DSL,No,No,Mailed check,119.0,3080.85,No,0.4280882417288452,0,Medium,0.0
3751-FHIJA,Male,0,No,Yes,53,One year,Fiber optic,No,No,Electronic check,82.34,4389.7,No,0.4478728599443503,0,Medium,0.0
3752-DFGEC,Male,0,No,No,55,Two year,DSL,No,No,Mailed check,26.45,1446.01,No,0.2696834849737064,0,Low,0.0
3753-BFAEJ,Male,0,No,Yes,30,Month-to-month,DSL,Yes,No,Credit card (automatic),47.18,1431.86,No,0.5054299274305266,1,Medium,47.18
3754-IIAJG,Female,0,Yes,No,23,Two year,Fiber optic,No,No,Credit card (automatic),108.89,2474.04,Yes,0.4804063052342279,0,Medium,0.0
3755-EBDAI,Male,0,Yes,No,34,Month-to-month,DSL,No,Yes,Credit card (automatic),26.31,909.73,Yes,0.4778870656999797,0,Medium,0.0
3756-AAAHF,Male,0,No,No,29,One year,DSL,No,Yes,Electronic check,45.96,1300.14,No,0.3589821422756266,0,Medium,0.0
3757-JIFAH,Female,1,No,No,54,Month-to-month,Fiber optic,Yes,No,Electronic check,69.5,3779.19,Yes,0.5483229093389707,1,Medium,69.5
3758-HCDEA,Male,0,Yes,No,63,One year,Fiber optic,No,No,Electronic check,118.22,7452.07,No,0.42618572979521363,0,Medium,0.0
3759-HDFFJ,Male,0,No,No,32,Two year,No,No,No,Electronic check,39.25,1249.04,Yes,0.34660041537143776,0,Medium,0.0
3760-BEDCB,Male,0,No,Yes,45,Two year,No,No,Yes,Bank transfer (automatic),98.82,4403.95,No,0.28920708317349847,0,Low,0.0
3761-DDHJG,Female,1,Yes,Yes,32,One year,Fiber optic,Yes,No,Bank transfer (automatic),52.97,1711.55,No,0.29347301076532384,0,Low,0.0
3762-AFHJD,Male,0,No,Yes,67,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic),18.94,1238.01,No,0.410915037483629,0,Medium,0.0
3763-EFCCJ,Female,0,Yes,Yes,63,Month-to-month,Fiber optic,Yes,Yes,Mailed check,97.78,6122.34,No,0.4372779269297833,0,Medium,0.0
3764-CBGAF,Male,1,No,No,29,Month-to-month,DSL,Yes,No,Electronic check,67.96,1936.47,Yes,0.5259698688323028,1,Medium,67.96
3765-FJJFF,Male,1,No,No,28,Month-to-month,Fiber optic,No,Yes,Electronic check,66.95,1843.09,No,0.726911663559946,1,High,66.95
3766-EHEAA,Female,1,No,Yes,61,Two year,Fiber optic,No,No,Bank transfer (automatic),86.71,5307.78,No,0.3660217107589857,0,Medium,0.0
3767-JFABD,Male,0,No,No,29,Two year,Fiber optic,No,No,Bank transfer (automatic),84.36,2445.15,No,0.4669084053424413,0,Medium,0.0
3768-EGJGB,Male,0,Yes,No,11,Two year,Fiber optic,No,No,Electronic check,84.94,931.06,Yes,0.6195747358287171,1,Medium,84.94
3769-IGGAG,Female,1,No,No,66,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),51.21,3376.15,Yes,0.529749953135633,1,Medium,51.21
3770-JGIHJ,Female,0,No,Yes,14,Month-to-month,Fiber optic,No,Yes,Mailed check,77.21,1072.11,No,0.7363258555522706,1,High,77.21
3771-IEGDJ,Female,0,No,Yes,9,One year,DSL,No,No,Mailed check,107.52,969.21,No,0.5143656998932168,1,Medium,107.52
3772-JFBAE,Female,0,Yes,No,60,One year,Fiber optic,Yes,Yes,Mailed check,109.1,6512.05,No,0.2644678272897569,0,Low,0.0
3773-IDEBH,Female,0,Yes,Yes,22,Month-to-month,Fiber optic,No,No,Credit card (automatic),59.29,1282.73,Yes,0.6714014015619273,1,High,59.29
3774-ICDCG,Male,1,No,No,10,Two year,Fiber optic,No,No,Credit card (automatic),41.79,377.93,No,0.5477477842649329,1,Medium,41.79
3775-DFABG,Female,0,No,No,15,Month-to-month,Fiber optic,No,No,Electronic check,25.65,418.42,Yes,0.7211950840303134,1,High,25.65
3776-IABHG,Male,0,Yes,No,48,Month-to-month,DSL,No,No,Credit card (automatic),105.49,5113.51,Yes,0.5369957956245247,1,Medium,105.49
3777-CHHIE,Male,1,No,No,13,Two year,DSL,No,Yes,Bank transfer (automatic),34.87,473.68,No,0.2849451034183747,0,Low,0.0
3778-AIICB,Male,0,No,Yes,5,Two year,Fiber optic,No,Yes,Mailed check,50.33,206.43,No,0.48723965629391613,0,Medium,0.0
3779-HEIFE,Female,0,No,No,41,Two year,Fiber optic,Yes,No,Mailed check,100.81,4130.41,No,0.4287106023064265,0,Medium,0.0
3780-EHAED,Female,0,No,Yes,16,Month-to-month,DSL,Yes,No,Credit card (automatic),97.91,1517.22,No,0.5812731091093475,1,Medium,97.91
3781-EBEJF,Male,0,No,No,41,Month-to-month,DSL,No,No,Mailed check,62.31,2532.32,No,0.5462159827195366,1,Medium,62.31
3782-EGBIJ,Female,0,No,Yes,9,Month-to-month,Fiber optic,No,No,Mailed check,88.75,756.79,Yes,0.7790893593256657,1,High,88.75
3783-EDFEI,Female,0,Yes,No,45,Two year,No,Yes,No,Mailed check,42.34,1897.32,No,0.20735797610354217,0,Low,0.0
3784-EICFH,Female,0,No,Yes,48,Month-to-month,DSL,No,No,Bank transfer (automatic),112.85,5409.95,Yes,0.5932977209846482,1,Medium,112.85
3785-CAJBE,Female,0,No,No,8,Two year,Fiber optic,No,No,Credit card (automatic),115.07,888.2,No,0.5889140203484124,1,Medium,115.07
3786-FCDBD,Male,0,No,No,38,Two year,No,No,No,Mailed check,114.1,4368.75,No,0.32481357076979883,0,Low,0.0
3787-GJAIC,Male,0,No,No,1,Two year,DSL,No,No,Mailed check,81.55,108.27,Yes,0.5317286523741744,1,Medium,81.55
3788-FJGFJ,Female,0,Yes,Yes,67,Month-to-month,DSL,No,No,Mailed check,25.29,1727.13,No,0.40506043493418425,0,Medium,0.0
3789-EJHIC,Male,0,Yes,No,51,Month-to-month,No,Yes,No,Electronic check,80.58,4114.2,No,0.4051129343066904,0,Medium,0.0
3790-JGDFG,Female,0,No,No,10,Two year,DSL,Yes,No,Bank transfer (automatic),61.03,561.12,Yes,0.36074263963460607,0,Medium,0.0
3791-AFEJB,Female,0,Yes,No,36,Two year,Fiber optic,No,Yes,Credit card (automatic),58.31,2141.54,No,0.4186121412057741,0,Medium,0.0
3792-JJHHG,Male,0,No,No,71,Two year,Fiber optic,No,No,Mailed check,20.86,1522.97,No,0.3356574853246951,0,Medium,0.0
3793-CGFGJ,Male,0,Yes,No,21,Month-to-month,DSL,No,Yes,Bank transfer (automatic),107.15,2254.52,Yes,0.5331926081482198,1,Medium,107.15
3794-GFABD,Male,1,Yes,Yes,51,One year,DSL,No,Yes,Mailed check,105.49,5420.37,Yes,0.2560750163022706,0,Low,0.0
3795-BEFHF,Female,0,Yes,No,4,Month-to-month,Fiber optic,No,No,Credit card (automatic),51.03,180.8,No,0.7385835060923377,1,High,51.03
3796-FICHA,Male,0,No,No,1,Month-to-month,Fiber optic,Yes,No,Credit card (automatic),117.72,119.44,Yes,0.7290550111365744,1,High,117.72
3797-ABHEC,Female,0,No,No,4,One year,DSL,No,No,Electronic check,31.85,146.32,No,0.48300289081762154,0,Medium,0.0
3798-JGBJB,Male,1,No,No,31,Month-to-month,Fiber optic,No,No,Electronic check,103.19,3199.18,No,0.7511970954599273,1,High,103.19
3799-AAGJJ,Male,0,No,No,18,Month-to-month,Fiber optic,Yes,No,Electronic check,81.42,1500.5,Yes,0.7161073790265783,1,High,81.42
3800-JCHEB,Female,0,Yes,No,3,Month-to-month,Fiber optic,Yes,No,Electronic check,67.55,206.85,No,0.7489782046943027,1,High,67.55
3801-FGCGF,Female,0,Yes,Yes,45,Month-to-month,Fiber optic,Yes,No,Mailed check,116.28,5199.33,Yes,0.6292963378886116,1,Medium,116.28
3802-GBAHH,Female,0,No,No,25,Month-to-month,DSL,Yes,No,Bank transfer (automatic),77.47,1969.65,No,0.5525657956506106,1,Medium,77.47
3803-IHGCC,Female,0,No,Yes,49,Month-to-month,Fiber optic,Yes,No,Mailed check,103.04,5069.66,Yes,0.5419253766924909,1,Medium,103.04
3804-AFECF,Female,0,Yes,No,25,Month-to-month,Fiber optic,Yes,No,Electronic check,41.69,1043.51,Yes,0.681885862663247,1,High,41.69
3805-BIGII,Female,0,No,No,70,Two year,Fiber optic,Yes,No,Electronic check,21.29,1490.07,No,0.2913481119239078,0,Low,0.0
3806-HDBAI,Female,0,No,No,31,Two year,Fiber optic,No,No,Mailed check,39.54,1244.83,No,0.43075308759796377,0,Medium,0.0
3807-JCGGI,Female,0,Yes,No,43,Two year,Fiber optic,Yes,Yes,Mailed check,118.81,5125.24,No,0.34921897606845803,0,Medium,0.0
3808-HEGBG,Male,0,Yes,No,25,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),75.26,1857.64,No,0.6497377439811528,1,Medium,75.26
3809-CEJGD,Female,0,No,Yes,60,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),103.87,6257.17,Yes,0.5973965074813544,1,Medium,103.87
3810-ADGGB,Female,0,Yes,Yes,50,Two year,No,No,No,Credit card (automatic),87.87,4428.98,No,0.2952698598594535,0,Low,0.0
3811-DBFJG,Male,0,Yes,No,58,Month-to-month,No,No,No,Bank transfer (automatic),33.75,1931.11,No,0.37014252256702784,0,Medium,0.0
3812-BCHJD,Female,0,No,Yes,37,Month-to-month,Fiber optic,Yes,Yes,Bank transfer (automatic),29.6,1090.17,No,0.4756050510485661,0,Medium,0.0
3813-FJGGJ,Male,1,Yes,Yes,25,Month-to-month,Fiber optic,No,Yes,Electronic check,67.51,1668.21,No,0.6717754463887117,1,High,67.51
3814-AJIBC,Male,0,No,No,44,Month-to-month,Fiber optic,No,No,Electronic check,114.09,4987.75,No,0.7054130744598863,1,High,114.09
3815-HDFII,Female,1,Yes,Yes,30,Two year,DSL,No,Yes,Credit card (automatic),31.57,906.31,No,0.2915297979035369,0,Low,0.0
3816-FDCED,Male,0,No,Yes,69,Two year,Fiber optic,No,No,Credit card (automatic),69.2,4807.71,No,0.37080364098972995,0,Medium,0.0
3817-EJICC,Female,1,No,Yes,44,Two year,Fiber optic,No,No,Bank transfer (automatic),95.5,4174.63,Yes,0.47021184122984033,0,Medium,0.0
3818-ADDIF,Male,0,Yes,No,30,Two year,No,No,No,Bank transfer (automatic),26.05,794.25,No,0.2752113982021601,0,Low,0.0
3819-HFJCB,Male,0,Yes,Yes,60,One year,No,No,No,Credit card (automatic),59.51,3564.3,No,0.22042381646266462,0,Low,0.0
3820-ADDGJ,Male,0,No,No,47,Month-to-month,No,No,Yes,Credit card (automatic),72.67,3415.96,No,0.4343361806367295,0,Medium,0.0
3821-GHDHG,Female,0,No,Yes,44,Month-to-month,Fiber optic,No,No,Electronic check,29.18,1287.43,Yes,0.7104017464217118,1,High,29.18
3822-ACCDG,Female,0,No,No,59,One year,Fiber optic,No,No,Credit card (automatic),84.93,5022.7,No,0.41238732314832466,0,Medium,0.0
3823-AGHIH,Male,0,Yes,No,60,Month-to-month,DSL,No,No,Electronic check,93.35,5630.66,No,0.5415213490370943,1,Medium,93.35
3824-GDEJC,Male,0,No,No,51,Two year,No,Yes,No,Electronic check,83.23,4212.41,No,0.2830854940533468,0,Low,0.0
3825-ABBHF,Female,0,No,No,51,Month-to-month,Fiber optic,No,No,Credit card (automatic),25.56,1284.93,No,0.6441357599757295,1,Medium,25.56
3826-GICDH,Female,0,No,No,61,One year,Fiber optic,No,No,Credit card (automatic),18.67,1100.24,No,0.3549133088290406,0,Medium,0.0
3827-HFIDJ,Male,0,No,No,25,One year,DSL,No,No,Bank transfer (automatic),99.45,2505.87,No,0.39536143621191383,0,Medium,0.0
3828-CJFGA,Male,0,Yes,No,66,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic),67.98,4467.99,No,0.42508479549213474,0,Medium,0.0
3829-DAJFJ,Female,0,No,No,48,One year,Fiber optic,Yes,No,Electronic check,75.65,3660.65,No,0.38750327576808685,0,Medium,0.0
3830-DHJJB,Female,0,Yes,No,43,Two year,DSL,No,No,Electronic check,110.51,4774.65,No,0.4002735828249191,0,Medium,0.0
3831-GDDJF,Female,0,Yes,No,35,One year,Fiber optic,Yes,No,Credit card (automatic),75.03,2580.36,No,0.3287435140059747,0,Low,0.0
3832-BFCAA,Female,1,No,No,52,Two year,DSL,No,No,Mailed check,43.86,2240.91,No,0.2502241147475105,0,Low,0.0
3833-GFIFB,Female,0,No,Yes,43,Month-to-month,No,Yes,Yes,Mailed check,63.66,2747.62,Yes,0.44404776817201586,0,Medium,0.0
3834-JFCCA,Male,0,Yes,No,21,Two year,Fiber optic,No,Yes,Credit card (automatic),67.45,1436.62,No,0.42032258577526227,0,Medium,0.0
3835-AJJBA,Female,0,No,No,1,Month-to-month,Fiber optic,Yes,Yes,Electronic check,87.54,74.61,Yes,0.7593606475872288,1,High,87.54
3836-ACIFA,Male,0,Yes,No,6,Two year,DSL,Yes,Yes,Electronic check,53.88,293.23,No,0.3355553772822695,0,Medium,0.0
3837-ADFDC,Female,0,No,No,15,Two year,DSL,No,Yes,Mailed check,103.66,1520.74,No,0.39426802655061705,0,Medium,0.0
3838-GFJAF,Male,0,No,Yes,43,Month-to-month,DSL,Yes,No,Bank transfer (automatic),72.65,3098.0,No,0.44774137903681005,0,Medium,0.0
3839-HIGGI,Female,0,Yes,No,64,Two year,Fiber optic,No,Yes,Electronic check,73.66,4680.85,No,0.3632480795117851,0,Medium,0.0
3840-DIHIG,Female,0,Yes,No,72,Two year,No,No,Yes,Credit card (automatic),95.51,6858.84,Yes,0.21616297847292198,0,Low,0.0
3841-JFAHI,Male,0,Yes,Yes,70,One year,DSL,No,Yes,Electronic check,26.37,1844.95,No,0.1978289744755855,0,Low,0.0
3842-JBHJA,Male,0,Yes,No,68,Two year,DSL,No,No,Electronic check,108.59,7401.91,No,0.33764152264528463,0,Medium,0.0
3843-HBFCD,Female,0,Yes,No,60,Two year,DSL,No,No,Bank transfer (automatic),37.83,2306.48,No,0.19194378217745328,0,Low,0.0
3844-DEACF,Female,0,No,Yes,29,Month-to-month,Fiber optic,Yes,No,Mailed check,51.95,1529.01,No,0.5883836415270339,1,Medium,51.95
3845-IHFCA,Female,1,Yes,Yes,41,Two year,No,Yes,No,Bank transfer (automatic),27.35,1136.56,No,0.21581515588759465,0,Low,0.0
3846-FDGBH,Female,0,No,Yes,24,One year,Fiber optic,No,No,Credit card (automatic),66.05,1613.94,No,0.48857890650621155,0,Medium,0.0
3847-HCFJI,Female,0,Yes,No,70,Two year,Fiber optic,No,Yes,Credit card (automatic),52.5,3715.42,No,0.27668438450443256,0,Low,0.0
3848-ACGDI,Male,0,No,No,56,Month-to-month,DSL,No,No,Bank transfer (automatic),40.04,2215.23,No,0.46003560899556106,0,Medium,0.0
